id,name,date_end,province,organizer_id,arbiter_id,pairings,rating_type,n_players,n_rounds
200206043,SCC Tuesday Extra Games,2002-06-04,ON,0,106974,SS,R,6,2
200206044,GTCL 2001 2002 Season,2002-06-05,ON,0,105416,SS,R,61,12
200206045,Durham Spring Sweep,2002-06-06,ON,0,109393,SS,R,15,6
200206046,RA Pick Up 1,2002-06-06,ON,0,101613,SS,R,33,6
200206047,Eastern Ontario Open Extra Games,2002-06-09,ON,0,107184,SS,R,4,1
200206048,Eastern Ontario Open U1600,2002-06-09,ON,0,107184,SS,R,18,5
200206049,Eastern Ontario Open U1850,2002-06-09,ON,0,107184,SS,R,17,5
200206050,Eastern Ontario Open U2150,2002-06-09,ON,0,107184,SS,R,7,5
200206051,Eastern Ontario Open,2002-06-09,ON,0,107184,SS,R,11,5
200206052,June Open,2002-06-09,BC,0,108715,SS,R,16,5
200206053,June Quad A,2002-06-09,BC,0,108715,RR,R,4,1
200206054,June Quad B,2002-06-09,BC,0,108715,RR,R,4,1
200206055,June Quad C,2002-06-09,BC,0,108715,RR,R,4,1
200206056,June Quad D,2002-06-09,BC,0,108715,RR,R,4,1
200206057,June Quad E,2002-06-09,BC,0,108715,RR,R,4,1
200206058,SCC Sunday Spring Swiss,2002-06-09,ON,0,106974,SS,R,10,5
200206059,This Active Tournament,2002-03-22,ON,0,108689,SS,Q,16,6
200206060,KW May Active,2002-05-28,ON,0,127489,SS,Q,18,6
200206061,London May Junior Active,2002-05-30,ON,0,109477,SS,Q,16,6
200206062,DCC June Active,2002-06-01,ON,0,100317,SS,Q,24,6
200206063,Bridgeland June Open Active,2002-06-02,AB,0,130786,SS,Q,13,5
200206064,Nova Scotia Open,2002-05-20,NS,0,105141,SS,R,29,8
200206065,Match Davis vs Bowes,2002-05-26,NB,0,111760,RR,R,2,6
200206066,ECC Capablanca Classic,2002-05-30,AB,0,130002,SS,R,18,5
200206067,CGBCA May Youths,2002-05-31,ON,0,126311,RR,R,10,1
200206068,MCA May Tmt,2002-05-31,MB,0,107847,SS,R,12,4
200206069,Match Sladek vs Pasha,2002-06-02,BC,0,101193,RR,R,2,2
200206070,Match Wight vs Pleau,2002-06-05,ON,0,102934,RR,R,2,7
200206071,Chess Academy Canada 1,2002-06-09,ON,0,108387,RR,R,4,1
200206072,Chess Academy Canada 2,2002-06-09,ON,0,108387,RR,R,4,1
200206073,Chess Academy Canada 3,2002-06-09,ON,0,108387,RR,R,4,1
200206074,Chess Academy Canada 4,2002-06-09,ON,0,108387,RR,R,4,1
200206075,Chess Academy Canada 5,2002-06-09,ON,0,108387,RR,R,4,1
200206076,Chess Academy Canada 6,2002-06-09,ON,0,108387,RR,R,4,1
200206077,Chess Academy Canada 7,2002-06-09,ON,0,108387,RR,R,4,1
200206078,Chess Academy Canada 8,2002-06-09,ON,0,108387,RR,R,4,1
200206079,SCC200205RR,2002-06-11,BC,0,127777,RR,R,7,1
200206080,Thunder Bay Student Championship,2002-06-14,ON,0,102198,SS,R,66,5
200206081,Chess Academy Canada 1,2002-06-16,ON,0,108387,RR,R,4,1
200206082,Chess Academy Canada 10,2002-06-16,ON,0,108387,RR,R,4,1
200206083,Chess Academy Canada 2,2002-06-16,ON,0,108387,RR,R,4,1
200206084,Chess Academy Canada 3,2002-06-16,ON,0,108387,RR,R,4,1
200206085,Chess Academy Canada 4,2002-06-16,ON,0,108387,RR,R,4,1
200206086,Chess Academy Canada 5,2002-06-16,ON,0,108387,RR,R,4,1
200206087,Chess Academy Canada 6,2002-06-16,ON,0,108387,RR,R,4,1
200206088,Chess Academy Canada 7,2002-06-16,ON,0,108387,RR,R,4,1
200206089,Chess Academy Canada 8,2002-06-16,ON,0,108387,RR,R,4,1
200206090,Chess Academy Canada 9,2002-06-16,ON,0,108387,RR,R,4,1
200206091,DCC Fathers Day Open,2002-06-16,ON,0,100317,SS,R,19,5
200206092,DCC Fathers Day U1600,2002-06-16,ON,0,100317,SS,R,9,5
200206093,DCC Fathers Day U1800,2002-06-16,ON,0,100317,SS,R,14,5
200206094,DCC Fathers Day U2000,2002-06-16,ON,0,100317,SS,R,19,5
200206095,Edmonton Spring Sectional A,2002-06-16,AB,0,122426,RR,R,6,1
200206096,Edmonton Spring Sectional B,2002-06-16,AB,0,122426,RR,R,6,1
200206098,New Brunswick Open,2002-06-16,NB,0,111760,SS,R,18,5
200206099,SJCC Spring Swiss,2002-06-17,NB,0,102718,SS,R,20,6
200206100,Kingsway Park School Cmpship,2002-06-21,ON,0,102198,SS,R,56,5
200206101,2002 Brantford Open,2002-06-23,ON,0,104137,SS,R,32,5
200206102,MCA Junior Active,2002-05-31,MB,0,107847,SS,Q,8,5
200206103,Brantford Spring to Summer Active,2002-06-13,ON,0,104137,RR,Q,6,1
200206104,2nd Polonia Active Cmp,2002-06-23,ON,0,106619,RR,Q,5,1
200207001,Rouge Valley CCC 2002,2002-05-30,ON,0,100349,RR,R,11,1
200207002,CYCC AB Provincials U10,2002-06-08,AB,0,100353,SS,R,11,4
200207003,CYCC AB Provincials U14,2002-06-08,AB,0,100353,SS,R,11,4
200207004,CYCC AB Provincials U18,2002-06-08,AB,0,100353,RR,R,2,2
200207005,Calgary Team Championship 1,2002-06-11,AB,0,107355,RR,R,6,1
200207006,Calgary Team Championship 2,2002-06-11,AB,0,107355,RR,R,6,1
200207007,Calgary Team Championship 3,2002-06-11,AB,0,107355,RR,R,6,1
200207008,Calgary Team Championship 4,2002-06-11,AB,0,107355,RR,R,6,1
200207009,Calgary Team Championship 5,2002-06-11,AB,0,107355,RR,R,6,1
200207010,Edmonton Spring Sectional C,2002-06-16,AB,0,122426,RR,R,6,1
200207011,June Open,2002-06-25,AB,0,123257,SS,R,28,5
200207012,Champ Invitation du Quebec 2002,2002-06-26,QC,0,102523,RR,R,10,1
200207013,DCC Club Championship Group 1,2002-06-26,ON,0,100317,SS,R,19,6
200207014,DCC Club Championship Group 2,2002-06-26,ON,0,100317,SS,R,27,6
200207015,Durham Season Finale,2002-06-27,ON,0,109393,SS,R,12,6
200207016,Mathieu Martin,2002-06-27,NB,0,121684,SS,R,12,5
200207017,Concordia Club Summer Open 2002,2002-06-29,ON,0,107581,SS,R,7,5
200207018,Rouge Valley Spring 2002,2002-06-30,ON,0,100349,SS,R,7,3
200207019,DCC 2002 Canada Day  U2000,2002-07-01,ON,0,100317,SS,R,24,6
200207020,DCC 2002 Canada Day Open,2002-07-01,ON,0,100317,SS,R,29,6
200207021,DCC 2002 Canada Day U1600,2002-07-01,ON,0,100317,SS,R,10,6
200207022,CYCC AB Provincials U12,2002-06-08,AB,0,100353,RR,Q,7,1
200207023,CYCC AB Provincials U16,2002-06-08,AB,0,100353,RR,Q,5,1
200207024,Knights Spring Forward,2002-06-14,ON,0,108689,SS,R,12,5
200207025,Dieppe Ender,2002-06-20,NB,0,121367,SS,R,14,4
200207026,Romania Cup 1st Edition 2002 A,2002-06-22,BC,0,106340,SS,R,10,5
200207027,Romania Cup 1st Edition 2002 B,2002-06-22,BC,0,106340,SS,R,11,5
200207028,ECC Art Skeel Memorial,2002-06-27,AB,0,130002,SS,R,22,4
200207029,GBCC Canada Open,2002-06-30,ON,0,126311,SS,R,7,5
200207030,GBCC Canada U1600,2002-06-30,ON,0,126311,SS,R,16,5
200207031,June Summer Knights,2002-06-30,NL,0,103802,SS,R,13,5
200207032,UBC Tuesday Night,2002-07-02,BC,0,100314,SS,R,18,5
200207033,HCCC Queens Jubilee,2002-07-05,ON,0,105393,SS,R,16,5
200207034,CYCC Championship U10B,2002-07-12,QC,0,102523,SS,R,30,8
200207035,CYCC Championship U12B,2002-07-12,QC,0,102523,SS,R,26,8
200207036,CYCC Championship U14B,2002-07-12,QC,0,102523,SS,R,31,8
200207037,CYCC Championship U16B,2002-07-12,QC,0,102523,SS,R,18,8
200207038,CYCC Championship U18B,2002-07-12,QC,0,102523,SS,R,20,8
200207039,CYCC Cmpship Girls U12 U10,2002-07-12,QC,0,102523,SS,R,25,8
200207040,CYCC Cmpship Girls U18 U16 U14,2002-07-12,QC,0,102523,SS,R,15,8
200207041,CRCC 2002  4,2002-07-13,NB,0,109003,SS,R,6,4
200207042,Kelowna Summerfest,2002-07-14,BC,0,100331,SS,R,27,5
200207043,Malley vs Losier,2002-07-15,NB,0,109003,RR,R,2,1
200207044,RA Pick Up 2,2002-07-18,ON,0,101613,SS,R,37,6
200207046,2002 Canadian Open,2002-07-21,QC,0,102523,SS,R,326,10
200207047,Edmonton Chess Challenge Gr 1,2002-04-06,AB,0,100223,RR,Q,3,2
200207048,Edmonton Chess Challenge Gr 10,2002-04-06,AB,0,100223,RR,Q,2,4
200207049,Edmonton Chess Challenge Gr 11,2002-04-06,AB,0,100223,RR,Q,2,4
200207050,Edmonton Chess Challenge Gr 2,2002-04-06,AB,0,100223,RR,Q,6,1
200207051,Edmonton Chess Challenge Gr 3,2002-04-06,AB,0,100223,SS,Q,4,6
200207052,Edmonton Chess Challenge Gr 4,2002-04-06,AB,0,100223,SS,Q,20,5
200207053,Edmonton Chess Challenge Gr 5,2002-04-06,AB,0,100223,SS,Q,9,5
200207054,Edmonton Chess Challenge Gr 6,2002-04-06,AB,0,100223,SS,Q,11,5
200207055,Edmonton Chess Challenge Gr 7,2002-04-06,AB,0,100223,RR,Q,7,1
200207056,Edmonton Chess Challenge Gr 8,2002-04-06,AB,0,100223,RR,Q,6,1
200207057,Edmonton Chess Challenge Gr 9,2002-04-06,AB,0,100223,RR,Q,4,1
200207058,ICC June Active,2002-06-16,ON,0,104844,SS,Q,36,5
200207059,DCC Summer Sizzler Active 27,2002-07-06,ON,0,100317,SS,Q,30,6
200207060,Concordia Club Spring Active,2002-07-07,ON,0,107581,SS,Q,10,5
200207061,CCC Active 1,2002-07-09,AB,0,127461,SS,Q,18,6
200207062,RA Quad Active,2002-07-11,ON,0,107184,RR,Q,4,2
200207063,DCC Spring into Summer 3,2002-07-20,ON,0,100317,SS,R,18,5
200208001,Voyages Lacroix Tours Adultes,2002-06-01,ON,0,132864,SS,R,10,7
200208002,Voyages Lacroix Tours Grades 1 to 4,2002-06-01,ON,0,132864,SS,R,40,7
200208003,Voyages Lacroix Tours Grades 5 to 8,2002-06-01,ON,0,132864,SS,R,31,8
200208004,Voyages Lacroix Tours Secondaire,2002-06-01,ON,0,132864,SS,R,8,5
200208005,PEI Closed Championship,2002-06-25,PE,0,100145,RR,R,6,1
200208006,Howarth vs McKim,2002-06-27,PE,0,100145,RR,R,2,2
200208007,Todd Southam Memorial 2002,2002-07-12,ON,0,109477,SS,R,10,5
200208008,GTCL Spring Junior,2002-07-23,ON,0,126311,RR,R,8,1
200208009,Summer Swiss Open,2002-07-25,AB,0,106711,SS,R,25,4
200208010,2002 PEI Open,2002-07-28,PE,0,100145,SS,R,15,5
200208011,CMA Futurity Qualifier at DCC,2002-07-28,ON,0,100317,SS,R,14,5
200208012,July Knights,2002-07-28,NL,0,103802,RR,R,5,1
200208013,Salt Spring Summer RR,2002-07-30,BC,0,100252,RR,R,4,2
200208014,Lazy Hazy Days of Summer III,2002-07-31,ON,0,100317,SS,R,42,5
200208015,DCC Simcoe Day Open,2002-08-05,ON,0,100317,SS,R,12,6
200208016,DCC Simcoe Day U1700,2002-08-05,ON,0,100317,SS,R,18,6
200208017,DCC Simcoe Day U2100,2002-08-05,ON,0,100317,SS,R,16,6
200208018,GTCL Summer Play Offs,2002-08-05,ON,0,131284,RR,R,5,2
200208019,ICC July Active,2002-07-14,ON,0,104844,SS,Q,31,5
200208020,HCCC Mid Summer Active 2002,2002-07-19,ON,0,105767,SS,Q,11,6
200208021,CCC Active 2,2002-07-23,AB,0,130786,SS,Q,21,6
200208022,Kingston Summer Active,2002-07-28,ON,0,104754,SS,Q,14,5
200208023,Icebreaker Open,2002-04-21,MB,0,102670,SS,R,18,5
200208024,WCN North American Cmpship,2002-06-16,BC,0,100205,SS,R,2,5
200208025,Winnipeg Open,2002-06-23,MB,0,102670,SS,R,17,5
200208026,June TNT,2002-06-25,MB,0,102670,SS,R,22,4
200208027,Summer Open,2002-07-21,MB,0,107847,SS,R,13,5
200208028,July TNT,2002-07-23,MB,0,107847,SS,R,22,4
200208029,Veranda Invitational,2002-08-04,NS,0,100212,RR,R,6,1
200208030,Philippe Brunet Memorial CK 2002,2002-08-05,NB,0,101501,SS,R,12,6
200208031,Tournoi International de Montreal,2002-08-05,QC,0,126146,RR,R,12,1
200208032,UBC Tuesday Night July 2002,2002-08-06,BC,0,100314,SS,R,15,5
200208033,St Catherines CC Championship,2002-08-08,ON,0,102934,RR,R,4,1
200208034,Battle of Alberta,2002-08-10,AB,0,127550,SS,R,24,2
200208035,Eldridge vs Mayo,2002-08-11,NS,0,104341,RR,R,2,8
200208036,Guelph Pro Am International Open,2002-08-11,ON,0,111830,SS,R,49,9
200208037,Guelph Pro Am International U1600,2002-08-11,ON,0,111830,SS,R,18,9
200208038,Guelph Pro Am International U1800,2002-08-11,ON,0,111830,SS,R,15,9
200208039,Guelph Pro Am International U2000,2002-08-11,ON,0,111830,SS,R,19,9
200208040,Guelph Pro Am International U2200,2002-08-11,ON,0,111830,SS,R,18,9
200208041,Guelph Pro Am International Extra,2002-08-12,ON,0,111830,SS,R,21,2
200208042,Return of the Rock Lacroix Open,2002-08-18,AB,0,109502,SS,R,25,5
200208043,CCC Active 3,2002-08-06,AB,0,127461,SS,Q,20,6
200208044,EJCC August Active,2002-08-10,AB,0,100223,SS,Q,13,3
200208045,Mount Seymour Active,2002-08-10,BC,0,100195,RR,Q,8,1
200208046,DCC Saturday Active Open,2002-08-17,ON,0,100317,SS,Q,32,6
200208047,ICC August Active,2002-08-18,ON,0,104844,SS,Q,32,5
200208048,Heritage Day Open,2002-08-04,AB,0,102743,SS,R,33,5
200208049,Knights of the Roundhouse,2002-08-11,BC,0,110942,SS,R,22,5
200208050,Stark vs Wihnon Pt3,2002-08-11,AB,0,109502,RR,R,2,4
200208051,1st Ontario Womens Championship,2002-08-21,ON,0,100317,RR,R,7,1
200208052,2nd CMA Futurity,2002-08-21,ON,0,100317,RR,R,10,1
200208053,Bernard Freedman Memorial,2002-08-21,ON,0,100317,RR,R,10,1
200208054,2002 Renfrew Open,2002-08-25,ON,0,100319,SS,R,32,5
200208055,UBC Tuesday Night August,2002-08-27,BC,0,100314,SS,R,7,5
200209001,SCC Thursday Summer Swiss,2002-08-20,ON,0,106974,SS,R,18,5
200209002,August Open,2002-08-29,AB,0,127550,SS,R,27,5
200209003,RA Pickup 3,2002-08-29,ON,0,101613,SS,R,34,6
200209004,HCCC August Swiss 2002,2002-08-30,ON,0,105393,SS,R,13,5
200209005,Alberta Over 1800,2002-09-01,AB,0,127550,SS,R,12,5
200209006,Alberta U1800,2002-09-01,AB,0,127550,SS,R,15,5
200209007,NF Open,2002-09-01,NL,0,103802,SS,R,19,5
200209008,Toronto Labour Day Open,2002-09-02,ON,0,106974,SS,R,26,6
200209009,Toronto Labour Day U1600,2002-09-02,ON,0,106974,SS,R,19,6
200209010,Toronto Labour Day U1800,2002-09-02,ON,0,106974,SS,R,26,6
200209011,Toronto Labour Day U2000,2002-09-02,ON,0,106974,SS,R,27,6
200209012,Toronto Labour Day U2200,2002-09-02,ON,0,106974,SS,R,24,6
200209013,Calgary CC Active 4,2002-08-20,AB,0,127461,SS,Q,23,6
200209014,George Beals Open,2002-07-02,NS,0,105141,SS,R,20,8
200209015,Victoria Labor Day Open,2002-09-02,BC,0,100205,SS,R,22,6
200209016,Victoria Labor Day U1800,2002-09-02,BC,0,100205,SS,R,12,6
200209017,August Knights,2002-09-03,NB,0,102718,SS,R,16,5
200209018,Chess Academy Canada 1,2002-09-08,ON,0,108387,RR,R,4,1
200209019,Chess Academy Canada 2,2002-09-08,ON,0,108387,RR,R,4,1
200209020,Chess Academy Canada 3,2002-09-08,ON,0,108387,RR,R,4,1
200209021,Chess Academy Canada 4,2002-09-08,ON,0,108387,RR,R,4,1
200209022,KWCC Summer Round Robin 1,2002-09-10,ON,0,106376,RR,R,4,2
200209023,KWCC Summer Round Robin 2,2002-09-10,ON,0,106376,RR,R,5,2
200209024,KWCC Summer Round Robin 3,2002-09-10,ON,0,106376,RR,R,4,2
200209025,2002 Sudbury Chess Championship,2002-09-14,ON,0,103373,SS,R,12,5
200209026,SJCC Club Team Match,2002-09-16,NB,0,111760,SS,R,8,2
200209027,RA Introductory Active,2002-09-05,ON,0,101613,SS,Q,26,3
200209028,K W Sept 7 Active Open 2002,2002-09-07,ON,0,110803,SS,Q,22,5
200209029,K W Sept 7 Active U1600 2002,2002-09-07,ON,0,110803,SS,Q,12,5
200210001,August TNT,2002-08-27,MB,0,107847,SS,R,18,4
200210002,Albert Boxer Classic,2002-09-02,MB,0,107847,SS,R,40,6
200210003,Corel CYCC Armstrong U10,2002-09-06,ON,0,102198,SS,R,4,5
200210004,Corel CYCC Armstrong U12,2002-09-06,ON,0,102198,SS,R,9,5
200210005,Corel CYCC Armstrong U14,2002-09-06,ON,0,102198,RR,R,2,5
200210006,Corel CYCC New Liskeard U10 U12,2002-09-09,ON,0,102198,SS,R,11,5
200210007,Corel CYCC New Liskeard U14,2002-09-09,ON,0,102198,SS,R,19,5
200210008,Corel CYCC Iroguois Falls U16,2002-09-10,ON,0,102198,SS,R,3,6
200210009,Corel CYCC Iroquoios Falls U14,2002-09-10,ON,0,102198,RR,R,4,2
200210010,Corel CYCC Iroquois Falls U10,2002-09-10,ON,0,102198,SS,R,8,5
200210011,Corel CYCC Iroquois Falls U12,2002-09-10,ON,0,102198,SS,R,9,5
200210012,Corel CYCC Timmins U12,2002-09-11,ON,0,102198,SS,R,9,5
200210013,Corel CYCC Timmins U14,2002-09-11,ON,0,102198,SS,R,11,5
200210014,Corel CYCC Kapuskasing U10,2002-09-12,ON,0,102198,SS,R,6,5
200210015,Corel CYCC Kapuskasing U12,2002-09-12,ON,0,102198,SS,R,33,5
200210016,Corel CYCC Kapuskasing U14,2002-09-12,ON,0,102198,SS,R,12,5
200210017,Corel CYCC Kapuskasing U16,2002-09-12,ON,0,102198,SS,R,13,5
200210018,Corel CYCC Kapuskasing U18,2002-09-12,ON,0,102198,RR,R,4,2
200210019,Corel CYCC Hearst U10,2002-09-13,ON,0,102198,SS,R,29,3
200210020,Corel CYCC Hearst U12,2002-09-13,ON,0,102198,SS,R,15,3
200210021,Corel CYCC Hearst U14,2002-09-13,ON,0,102198,SS,R,10,4
200210022,Corel CYCC Hearst U16,2002-09-13,ON,0,102198,SS,R,6,4
200210023,Corel CYCC Mattice U16,2002-09-13,ON,0,102198,SS,R,7,5
200210024,CRCC 2002 5,2002-09-14,NB,0,109003,SS,R,10,4
200210025,Chess Academy Canada 1,2002-09-15,ON,0,108387,RR,R,4,1
200210026,Chess Academy Canada 2,2002-09-15,ON,0,108387,RR,R,4,1
200210027,Chess Academy Canada 3,2002-09-15,ON,0,108387,RR,R,4,1
200210028,Chess Academy Canada 4,2002-09-15,ON,0,108387,RR,R,4,1
200210029,Chess Academy Canada 5,2002-09-15,ON,0,108387,RR,R,4,1
200210030,Kitchener Masters,2002-09-15,ON,0,100182,SS,R,2,4
200210031,Corel CYCC Manitouwadge U10 U12 U16,2002-09-16,ON,0,102198,SS,R,6,5
200210032,Corel CYCC Manitouwadge U14,2002-09-16,ON,0,102198,SS,R,14,5
200210033,Corel CYCC Pic River U10 U16,2002-09-17,ON,0,102198,SS,R,5,5
200210034,Corel CYCC Pic River U12,2002-09-17,ON,0,102198,SS,R,15,5
200210035,Corel CYCC Pic River U14,2002-09-17,ON,0,102198,SS,R,20,5
200210036,Corel CYCC Terrace Bay U12,2002-09-18,ON,0,102198,SS,R,16,5
200210037,Corel CYCC Terrace Bay U14,2002-09-18,ON,0,102198,SS,R,5,5
200210038,Corel CYCC Red Rock U10 U16 U18,2002-09-19,ON,0,102198,SS,R,10,5
200210039,Corel CYCC Red Rock U12,2002-09-19,ON,0,102198,SS,R,13,5
200210040,Corel CYCC Red Rock U14,2002-09-19,ON,0,102198,SS,R,28,5
200210041,Corel CYCC Geraldton U10 U14 U18,2002-09-20,ON,0,102198,RR,R,4,2
200210042,Corel CYCC Geraldton U12,2002-09-20,ON,0,102198,SS,R,11,5
200210043,GTCL Fall Closed,2002-09-20,ON,0,131284,RR,R,10,1
200210044,Greenstone Autumn Open,2002-09-21,ON,0,102198,SS,R,5,5
200210045,Chess Academy Canada 1,2002-09-22,ON,0,108387,RR,R,4,1
200210046,Chess Academy Canada 2,2002-09-22,ON,0,108387,RR,R,4,1
200210047,Chess Academy Canada 3,2002-09-22,ON,0,108387,RR,R,4,1
200210048,Chess Academy Canada 4,2002-09-22,ON,0,108387,RR,R,4,1
200210049,Chess Academy Canada 5,2002-09-22,ON,0,108387,RR,R,4,1
200210050,Chess Academy Canada 6,2002-09-22,ON,0,108387,RR,R,4,1
200210051,Edmonton Junior Sept Closed,2002-09-22,AB,0,122426,RR,R,4,1
200210052,Grand Prix 1 Quad 1,2002-09-22,BC,0,129817,RR,R,4,1
200210053,Grand Prix 1 Quad 2,2002-09-22,BC,0,129817,RR,R,4,1
200210054,Grand Prix 1 Quad 3,2002-09-22,BC,0,129817,RR,R,4,1
200210055,Grand Prix 1 Quad 4,2002-09-22,BC,0,129817,RR,R,4,1
200210056,Grand Prix Quad 5,2002-09-22,BC,0,129817,RR,R,4,1
200210057,Grand Prix 1 Quad 6,2002-09-22,BC,0,129817,RR,R,4,1
200210058,Grand Prix 1 Quad 7,2002-09-22,BC,0,129817,RR,R,4,1
200210059,Grand Prix 1 Swiss,2002-09-22,BC,0,129817,SS,R,7,5
200210060,Island Junior Open 1,2002-09-22,BC,0,120416,SS,R,20,5
200210061,RA Fall Open,2002-09-22,ON,0,105738,SS,R,61,5
200210062,Sacman Invitational 2002,2002-09-22,NB,0,111760,RR,R,6,1
200210063,Back to School Open 2002,2002-09-26,AB,0,128141,SS,R,19,4
200210064,Chess Academy Canada 1,2002-09-29,ON,0,108387,RR,R,4,1
200210065,Chess Academy Canada 2,2002-09-29,ON,0,108387,RR,R,4,1
200210066,Chess Academy Canada 4,2002-09-29,ON,0,108387,RR,R,4,1
200210067,Chess Academy Canada 5,2002-09-29,ON,0,108387,RR,R,4,1
200210068,Chess Adademy Canada 3,2002-09-29,ON,0,108387,RR,R,4,1
200210069,September Knights,2002-09-29,NL,0,103802,SS,R,8,5
200210070,Sudbury Labour Day Active,2002-08-31,ON,0,131996,SS,Q,7,4
200210071,Edmonton School Returns Active A,2002-09-14,AB,0,100223,RR,Q,5,1
200210072,Edmonton School Returns Active B,2002-09-14,AB,0,100223,RR,Q,6,1
200210073,Edmonton School Returns Active C,2002-09-14,AB,0,100223,RR,Q,6,1
200210074,Kona Coffee Active Match,2002-09-19,AB,0,123257,RR,Q,2,4
200210075,Edmonton Junior Sept Active,2002-09-22,AB,0,100223,SS,Q,12,4
200210076,DCC Saturday Active 29,2002-09-28,ON,0,100317,SS,Q,23,6
200210077,Labour Day Open,2002-09-02,NS,0,105141,SS,R,34,8
200210078,Fredericton Fall Open,2002-09-22,NB,0,103904,SS,R,5,5
200210079,Hughey vs Wihnon,2002-09-22,AB,0,109502,RR,R,2,4
200210080,Corel CYCC Balmertown U16,2002-09-23,ON,0,102198,SS,R,13,5
200210081,Corel CYCC Kenora U12,2002-09-24,ON,0,102198,SS,R,36,5
200210082,Corel CYCC Kenora U14,2002-09-24,ON,0,102198,SS,R,29,5
200210083,Corel CYCC Kenora U18,2002-09-24,ON,0,102198,SS,R,11,5
200210084,September TNT,2002-09-24,MB,0,107847,SS,R,19,4
200210085,Corel CYCC Rainy River U12,2002-09-25,ON,0,102198,SS,R,8,5
200210086,Corel CYCC Rainy River U16,2002-09-25,ON,0,102198,SS,R,9,5
200210087,Caisse Populaire Timmins Gr 1 to 4,2002-09-26,ON,0,130181,SS,R,11,5
200210088,Caisse Populaire Timmins Gr 5 to 6,2002-09-26,ON,0,130181,SS,R,15,5
200210089,Caisse Populaire Timmins ouvert,2002-09-26,ON,0,130181,SS,R,5,5
200210090,Corel CYCC Fort Frances U12,2002-09-26,ON,0,102198,SS,R,11,5
200210091,Corel CYCC Fort Frances U14,2002-09-26,ON,0,102198,SS,R,31,5
200210092,CYCC Caisse Populaire Timmins U14,2002-09-26,ON,0,130181,SS,R,11,5
200210093,CYCC Caisse Populaire Timmins U16,2002-09-26,ON,0,130181,SS,R,12,5
200210094,Corel CYCC Devlin U 10,2002-09-27,ON,0,102198,SS,R,6,5
200210095,Corel CYCC Devlin U12,2002-09-27,ON,0,102198,SS,R,6,5
200210096,Corel CYCC Devlin U14,2002-09-27,ON,0,102198,SS,R,8,5
200210097,UVic September Swiss,2002-09-28,BC,0,109715,SS,R,7,5
200210098,Chess by the Sea Open,2002-09-29,BC,0,107269,SS,R,8,3
200210099,Chess by the Sea U13  U11,2002-09-29,BC,0,107269,SS,R,9,4
200210100,Chess by the Sea U9  U7,2002-09-29,BC,0,107269,SS,R,13,4
200210101,Corel CYCC Ignace U14,2002-09-30,ON,0,102198,SS,R,8,5
200210102,Corel CYCC Sioux Lookout U16,2002-10-01,ON,0,102198,SS,R,5,6
200210103,Fall Class Open RR Sec A,2002-10-01,AB,0,127461,RR,R,6,1
200210104,Fall Class Open RR Sec B,2002-10-01,AB,0,127461,RR,R,6,1
200210105,Fall Class Open RR Sec C,2002-10-01,AB,0,127461,RR,R,6,1
200210106,Fall Class Open RR Sec D,2002-10-01,AB,0,127461,RR,R,6,1
200210107,Fall Class Open RR Sec E,2002-10-01,AB,0,127461,RR,R,6,1
200210108,Fall Class Open Swiss,2002-10-01,AB,0,127461,SS,R,14,5
200210109,Corel CYCC Dryden U12,2002-10-02,ON,0,102198,SS,R,6,5
200210110,Corel CYCC Dryden U14,2002-10-02,ON,0,102198,SS,R,11,5
200210111,Corel CYCC Atikokan U10,2002-10-03,ON,0,102198,SS,R,20,5
200210112,Corel CYCC Atikokan U12,2002-10-03,ON,0,102198,SS,R,29,5
200210113,Corel CYCC Atikokan U14,2002-10-03,ON,0,102198,SS,R,26,5
200210114,Corel CYCC Atikokan U18,2002-10-03,ON,0,102198,SS,R,5,5
200210115,Corel CYCC Thunder Bay N U12,2002-10-04,ON,0,102198,SS,R,7,5
200210116,Corel CYCC Thunder Bay N U14,2002-10-04,ON,0,102198,SS,R,8,5
200210117,Corel CYCC Thunder Bay N U16,2002-10-04,ON,0,102198,SS,R,9,5
200210118,Corel CYCC Thunder Bay S U18,2002-10-04,ON,0,102198,SS,R,12,5
200210119,Chess Academy Canada 1,2002-10-06,ON,0,108387,RR,R,4,1
200210120,Chess Academy Canada 2,2002-10-06,ON,0,108387,RR,R,4,1
200210121,Chess Academy Canada 3,2002-10-06,ON,0,108387,RR,R,4,1
200210122,Chess Academy Canada 4,2002-10-06,ON,0,108387,RR,R,4,1
200210123,Chess Academy Canada 5,2002-10-06,ON,0,108387,RR,R,4,1
200210124,Chess Academy Canada 6,2002-10-06,ON,0,108387,RR,R,4,1
200210125,Chess Academy Canada 7,2002-10-06,ON,0,108387,RR,R,4,1
200210126,Chess Academy Canada 8,2002-10-06,ON,0,108387,RR,R,4,1
200210127,Chess Academy Canada 9,2002-10-06,ON,0,108387,RR,R,4,1
200210128,Corel CYCC Hornepayne U14,2002-10-07,ON,0,102198,RR,R,6,1
200210129,Corel CYCC Wawa U12,2002-10-09,ON,0,102198,SS,R,15,5
200210130,Corel CYCC Wawa U14,2002-10-09,ON,0,102198,SS,R,7,5
200210131,Corel CYCC Wawa U18,2002-10-09,ON,0,102198,RR,R,5,1
200210132,DCC Back to School 4,2002-10-09,ON,0,100317,SS,R,35,5
200210133,Durham Summer End,2002-10-10,ON,0,109393,SS,R,15,6
